year,level_1,level_2,value
2001,Total,Groom Older By 9 Years,555
2001,Total,Groom Older By 10 Years,459
2001,Total,Groom Older By 11 Years,385
2001,Total,Groom Older By 12 Years,296
2001,Total,Groom Older By 13 Years,282
2001,Total,Groom Older By 14 Years,229
2001,Total,Groom Older By 15-19 Years,650
2001,Total,Groom Older By 20-24 Years,253
2001,Total,Groom Older By 25 Years & Over,130
2001,Total,Groom Younger By 1 Year,1335
2001,Total,Groom Younger By 2 Years,746
2001,Total,Groom Younger By 3 Years,413
2001,Total,Groom Younger By 4 Years,272
2001,Total,Groom Younger By 5-9 Years,551
2001,Total,Groom Younger By 10 Years & Over,126
2001,First Marriages,Same Age,2224
2001,First Marriages,Groom Older By 1 Year,2245
2001,First Marriages,Groom Older By 2 Years,2222
2001,First Marriages,Groom Older By 3 Years,1849
2001,First Marriages,Groom Older By 4 Years,1592
2001,First Marriages,Groom Older By 5 Years,1288
2001,First Marriages,Groom Older By 6 Years,857
2001,First Marriages,Groom Older By 7 Years,677
2001,First Marriages,Groom Older By 8 Years,526
2001,First Marriages,Groom Older By 9 Years,398
2001,First Marriages,Groom Older By 10 Years,297
2001,First Marriages,Groom Older By 11 Years,248
2001,First Marriages,Groom Older By 12 Years,164
2001,First Marriages,Groom Older By 13 Years,177
2001,First Marriages,Groom Older By 14 Years,129
2001,First Marriages,Groom Older By 15-19 Years,302
2001,First Marriages,Groom Older By 20-24 Years,84
2001,First Marriages,Groom Older By 25 Years & Over,22
2001,First Marriages,Groom Younger By 1 Year,1150
2001,First Marriages,Groom Younger By 2 Years,595
2001,First Marriages,Groom Younger By 3 Years,301
2001,First Marriages,Groom Younger By 4 Years,200
2001,First Marriages,Groom Younger By 5-9 Years,298
2001,First Marriages,Groom Younger By 10 Years & Over,50
2001,Remarriages,Same Age,238
2001,Remarriages,Groom Older By 1 Year,255
2001,Remarriages,Groom Older By 2 Years,265
2001,Remarriages,Groom Older By 3 Years,236
2001,Remarriages,Groom Older By 4 Years,249
2001,Remarriages,Groom Older By 5 Years,256
2001,Remarriages,Groom Older By 6 Years,225
2001,Remarriages,Groom Older By 7 Years,215
2001,Remarriages,Groom Older By 8 Years,179
2001,Remarriages,Groom Older By 9 Years,157
2001,Remarriages,Groom Older By 10 Years,162
2001,Remarriages,Groom Older By 11 Years,137
2001,Remarriages,Groom Older By 12 Years,132
2001,Remarriages,Groom Older By 13 Years,105
2001,Remarriages,Groom Older By 14 Years,100
2001,Remarriages,Groom Older By 15-19 Years,348
2001,Remarriages,Groom Older By 20-24 Years,169
2001,Remarriages,Groom Older By 25 Years & Over,108
2001,Remarriages,Groom Younger By 1 Year,185
2001,Remarriages,Groom Younger By 2 Years,151
2001,Remarriages,Groom Younger By 3 Years,112
2001,Remarriages,Groom Younger By 4 Years,72
2001,Remarriages,Groom Younger By 5-9 Years,253
2001,Remarriages,Groom Younger By 10 Years & Over,76
2002,Total,Same Age,2649
2002,Total,Groom Older By 1 Year,2706
2002,Total,Groom Older By 2 Years,2664
2002,Total,Groom Older By 3 Years,2322
2002,Total,Groom Older By 4 Years,1933
2002,Total,Groom Older By 5 Years,1483
2002,Total,Groom Older By 6 Years,1115
2002,Total,Groom Older By 7 Years,969
2002,Total,Groom Older By 8 Years,680
2002,Total,Groom Older By 9 Years,575
2002,Total,Groom Older By 10 Years,452
2002,Total,Groom Older By 11 Years,361
2002,Total,Groom Older By 12 Years,316
2002,Total,Groom Older By 13 Years,300
2002,Total,Groom Older By 14 Years,204
2002,Total,Groom Older By 15-19 Years,658
2002,Total,Groom Older By 20-24 Years,224
2002,Total,Groom Older By 25 Years & Over,130
2002,Total,Groom Younger By 1 Year,1445
2002,Total,Groom Younger By 2 Years,669
2002,Total,Groom Younger By 3 Years,426
2002,Total,Groom Younger By 4 Years,279
2002,Total,Groom Younger By 5-9 Years,505
2002,Total,Groom Younger By 10 Years & Over,133
2002,First Marriages,Same Age,2409
2002,First Marriages,Groom Older By 1 Year,2439
2002,First Marriages,Groom Older By 2 Years,2409
2002,First Marriages,Groom Older By 3 Years,2046
2002,First Marriages,Groom Older By 4 Years,1687
2002,First Marriages,Groom Older By 5 Years,1227
2002,First Marriages,Groom Older By 6 Years,896
2002,First Marriages,Groom Older By 7 Years,744
2002,First Marriages,Groom Older By 8 Years,489
2002,First Marriages,Groom Older By 9 Years,416
2002,First Marriages,Groom Older By 10 Years,305
2002,First Marriages,Groom Older By 11 Years,208
2002,First Marriages,Groom Older By 12 Years,189
2002,First Marriages,Groom Older By 13 Years,181
2002,First Marriages,Groom Older By 14 Years,118
2002,First Marriages,Groom Older By 15-19 Years,334
2002,First Marriages,Groom Older By 20-24 Years,80
2002,First Marriages,Groom Older By 25 Years & Over,35
2002,First Marriages,Groom Younger By 1 Year,1244
2002,First Marriages,Groom Younger By 2 Years,537
2002,First Marriages,Groom Younger By 3 Years,302
2002,First Marriages,Groom Younger By 4 Years,181
2002,First Marriages,Groom Younger By 5-9 Years,272
2002,First Marriages,Groom Younger By 10 Years & Over,54
2002,Remarriages,Same Age,240
2002,Remarriages,Groom Older By 1 Year,267
2002,Remarriages,Groom Older By 2 Years,255
2002,Remarriages,Groom Older By 3 Years,276
2002,Remarriages,Groom Older By 4 Years,246
2002,Remarriages,Groom Older By 5 Years,256
2002,Remarriages,Groom Older By 6 Years,219
2002,Remarriages,Groom Older By 7 Years,225
2002,Remarriages,Groom Older By 8 Years,191
2002,Remarriages,Groom Older By 9 Years,159
2002,Remarriages,Groom Older By 10 Years,147
2002,Remarriages,Groom Older By 11 Years,153
2002,Remarriages,Groom Older By 12 Years,127
2002,Remarriages,Groom Older By 13 Years,119
2002,Remarriages,Groom Older By 14 Years,86
2002,Remarriages,Groom Older By 15-19 Years,324
2002,Remarriages,Groom Older By 20-24 Years,144
2002,Remarriages,Groom Older By 25 Years & Over,95
2002,Remarriages,Groom Younger By 1 Year,201
2002,Remarriages,Groom Younger By 2 Years,132
2002,Remarriages,Groom Younger By 3 Years,124
2002,Remarriages,Groom Younger By 4 Years,98
2002,Remarriages,Groom Younger By 5-9 Years,233
2002,Remarriages,Groom Younger By 10 Years & Over,79
2003,Total,Same Age,2559
2003,Total,Groom Older By 1 Year,2596
2003,Total,Groom Older By 2 Years,2489
2003,Total,Groom Older By 3 Years,2203
2003,Total,Groom Older By 4 Years,1693
2003,Total,Groom Older By 5 Years,1392
2003,Total,Groom Older By 6 Years,1069
2003,Total,Groom Older By 7 Years,859
2003,Total,Groom Older By 8 Years,688
2003,Total,Groom Older By 9 Years,490
2003,Total,Groom Older By 10 Years,427
2003,Total,Groom Older By 11 Years,348
2003,Total,Groom Older By 12 Years,291
2003,Total,Groom Older By 13 Years,251
2003,Total,Groom Older By 14 Years,200
2003,Total,Groom Older By 15-19 Years,611
2003,Total,Groom Older By 20-24 Years,270
2003,Total,Groom Older By 25 Years & Over,127
2003,Total,Groom Younger By 1 Year,1358
2003,Total,Groom Younger By 2 Years,719
2003,Total,Groom Younger By 3 Years,428
2003,Total,Groom Younger By 4 Years,276
2003,Total,Groom Younger By 5-9 Years,493
2003,Total,Groom Younger By 10 Years & Over,125
2003,First Marriages,Same Age,2294
2003,First Marriages,Groom Older By 1 Year,2308
2003,First Marriages,Groom Older By 2 Years,2199
2003,First Marriages,Groom Older By 3 Years,1932
2003,First Marriages,Groom Older By 4 Years,1424
2003,First Marriages,Groom Older By 5 Years,1149
2003,First Marriages,Groom Older By 6 Years,878
2003,First Marriages,Groom Older By 7 Years,657
2003,First Marriages,Groom Older By 8 Years,489
2003,First Marriages,Groom Older By 9 Years,332
2003,First Marriages,Groom Older By 10 Years,280
2003,First Marriages,Groom Older By 11 Years,229
2003,First Marriages,Groom Older By 12 Years,172
2003,First Marriages,Groom Older By 13 Years,117
2003,First Marriages,Groom Older By 14 Years,114
2003,First Marriages,Groom Older By 15-19 Years,297
2003,First Marriages,Groom Older By 20-24 Years,114
2003,First Marriages,Groom Older By 25 Years & Over,29
2003,First Marriages,Groom Younger By 1 Year,1160
2003,First Marriages,Groom Younger By 2 Years,572
2003,First Marriages,Groom Younger By 3 Years,291
2003,First Marriages,Groom Younger By 4 Years,174
2003,First Marriages,Groom Younger By 5-9 Years,242
2003,First Marriages,Groom Younger By 10 Years & Over,43
2003,Remarriages,Same Age,265
2003,Remarriages,Groom Older By 1 Year,288
2003,Remarriages,Groom Older By 2 Years,290
2003,Remarriages,Groom Older By 3 Years,271
2003,Remarriages,Groom Older By 4 Years,269
2003,Remarriages,Groom Older By 5 Years,243
2003,Remarriages,Groom Older By 6 Years,191
2003,Remarriages,Groom Older By 7 Years,202
2003,Remarriages,Groom Older By 8 Years,199
2003,Remarriages,Groom Older By 9 Years,158
2003,Remarriages,Groom Older By 10 Years,147
2003,Remarriages,Groom Older By 11 Years,119
2003,Remarriages,Groom Older By 12 Years,119
2003,Remarriages,Groom Older By 13 Years,134
2003,Remarriages,Groom Older By 14 Years,86
2003,Remarriages,Groom Older By 15-19 Years,314
2003,Remarriages,Groom Older By 20-24 Years,156
2003,Remarriages,Groom Older By 25 Years & Over,98
2003,Remarriages,Groom Younger By 1 Year,198
2003,Remarriages,Groom Younger By 2 Years,147
2003,Remarriages,Groom Younger By 3 Years,137
2003,Remarriages,Groom Younger By 4 Years,102
2003,Remarriages,Groom Younger By 5-9 Years,251
2003,Remarriages,Groom Younger By 10 Years & Over,82
2004,Total,Same Age,2444
2004,Total,Groom Older By 1 Year,2489
2004,Total,Groom Older By 2 Years,2419
2004,Total,Groom Older By 3 Years,2084
2004,Total,Groom Older By 4 Years,1714
2004,Total,Groom Older By 5 Years,1448
2004,Total,Groom Older By 6 Years,1044
2004,Total,Groom Older By 7 Years,866
2004,Total,Groom Older By 8 Years,717
2004,Total,Groom Older By 9 Years,568
2004,Total,Groom Older By 10 Years,464
2004,Total,Groom Older By 11 Years,394
2004,Total,Groom Older By 12 Years,308
2004,Total,Groom Older By 13 Years,316
2004,Total,Groom Older By 14 Years,222
2004,Total,Groom Older By 15-19 Years,735
2004,Total,Groom Older By 20-24 Years,295
2004,Total,Groom Older By 25 Years & Over,188
2004,Total,Groom Younger By 1 Year,1310
2004,Total,Groom Younger By 2 Years,688
2004,Total,Groom Younger By 3 Years,455
2004,Total,Groom Younger By 4 Years,316
2004,Total,Groom Younger By 5-9 Years,564
2004,Total,Groom Younger By 10 Years & Over,141
2004,First Marriages,Same Age,2167
2004,First Marriages,Groom Older By 1 Year,2179
2004,First Marriages,Groom Older By 2 Years,2116
2004,First Marriages,Groom Older By 3 Years,1779
2004,First Marriages,Groom Older By 4 Years,1442
2004,First Marriages,Groom Older By 5 Years,1167
2004,First Marriages,Groom Older By 6 Years,816
2004,First Marriages,Groom Older By 7 Years,619
2004,First Marriages,Groom Older By 8 Years,500
2004,First Marriages,Groom Older By 9 Years,368
2004,First Marriages,Groom Older By 10 Years,273
2004,First Marriages,Groom Older By 11 Years,242
2004,First Marriages,Groom Older By 12 Years,158
2004,First Marriages,Groom Older By 13 Years,162
2004,First Marriages,Groom Older By 14 Years,126
2004,First Marriages,Groom Older By 15-19 Years,352
2004,First Marriages,Groom Older By 20-24 Years,129
2004,First Marriages,Groom Older By 25 Years & Over,59
2004,First Marriages,Groom Younger By 1 Year,1088
2004,First Marriages,Groom Younger By 2 Years,520
2004,First Marriages,Groom Younger By 3 Years,314
2004,First Marriages,Groom Younger By 4 Years,212
2004,First Marriages,Groom Younger By 5-9 Years,293
2004,First Marriages,Groom Younger By 10 Years & Over,51
2004,Remarriages,Same Age,277
2004,Remarriages,Groom Older By 1 Year,310
2004,Remarriages,Groom Older By 2 Years,303
2004,Remarriages,Groom Older By 3 Years,305
2004,Remarriages,Groom Older By 4 Years,272
2004,Remarriages,Groom Older By 5 Years,281
2004,Remarriages,Groom Older By 6 Years,228
2004,Remarriages,Groom Older By 7 Years,247
2004,Remarriages,Groom Older By 8 Years,217
2004,Remarriages,Groom Older By 9 Years,200
2004,Remarriages,Groom Older By 10 Years,191
2004,Remarriages,Groom Older By 11 Years,152
2004,Remarriages,Groom Older By 12 Years,150
2004,Remarriages,Groom Older By 13 Years,154
2004,Remarriages,Groom Older By 14 Years,96
2004,Remarriages,Groom Older By 15-19 Years,383
2004,Remarriages,Groom Older By 20-24 Years,166
2004,Remarriages,Groom Older By 25 Years & Over,129
2004,Remarriages,Groom Younger By 1 Year,222
2004,Remarriages,Groom Younger By 2 Years,168
2004,Remarriages,Groom Younger By 3 Years,141
2004,Remarriages,Groom Younger By 4 Years,104
2004,Remarriages,Groom Younger By 5-9 Years,271
2004,Remarriages,Groom Younger By 10 Years & Over,90
2005,Total,Same Age,2332
2005,Total,Groom Older By 1 Year,2515
2005,Total,Groom Older By 2 Years,2468
2005,Total,Groom Older By 3 Years,2085
2005,Total,Groom Older By 4 Years,1712
2005,Total,Groom Older By 5 Years,1376
2005,Total,Groom Older By 6 Years,1060
2005,Total,Groom Older By 7 Years,926
2005,Total,Groom Older By 8 Years,780
2005,Total,Groom Older By 9 Years,584
2005,Total,Groom Older By 10 Years,476
2005,Total,Groom Older By 11 Years,439
2005,Total,Groom Older By 12 Years,339
2005,Total,Groom Older By 13 Years,326
2005,Total,Groom Older By 14 Years,258
2005,Total,Groom Older By 15-19 Years,986
2005,Total,Groom Older By 20-24 Years,518
2005,Total,Groom Older By 25 Years & Over,317
2005,Total,Groom Younger By 1 Year,1325
2005,Total,Groom Younger By 2 Years,676
2005,Total,Groom Younger By 3 Years,488
2005,Total,Groom Younger By 4 Years,300
2005,Total,Groom Younger By 5-9 Years,540
2005,Total,Groom Younger By 10 Years & Over,166
2005,First Marriages,Same Age,2033
2005,First Marriages,Groom Older By 1 Year,2179
2005,First Marriages,Groom Older By 2 Years,2136
2005,First Marriages,Groom Older By 3 Years,1780
2005,First Marriages,Groom Older By 4 Years,1408
2005,First Marriages,Groom Older By 5 Years,1083
2005,First Marriages,Groom Older By 6 Years,776
2005,First Marriages,Groom Older By 7 Years,649
2005,First Marriages,Groom Older By 8 Years,513
2005,First Marriages,Groom Older By 9 Years,361
2005,First Marriages,Groom Older By 10 Years,280
2005,First Marriages,Groom Older By 11 Years,240
2005,First Marriages,Groom Older By 12 Years,181
2005,First Marriages,Groom Older By 13 Years,178
2005,First Marriages,Groom Older By 14 Years,122
2005,First Marriages,Groom Older By 15-19 Years,486
2005,First Marriages,Groom Older By 20-24 Years,225
2005,First Marriages,Groom Older By 25 Years & Over,133
2005,First Marriages,Groom Younger By 1 Year,1117
2005,First Marriages,Groom Younger By 2 Years,525
2005,First Marriages,Groom Younger By 3 Years,344
2005,First Marriages,Groom Younger By 4 Years,196
2005,First Marriages,Groom Younger By 5-9 Years,275
2005,First Marriages,Groom Younger By 10 Years & Over,48
2005,Remarriages,Same Age,299
2005,Remarriages,Groom Older By 1 Year,336
2005,Remarriages,Groom Older By 2 Years,332
2005,Remarriages,Groom Older By 3 Years,305
2005,Remarriages,Groom Older By 4 Years,304
2005,Remarriages,Groom Older By 5 Years,293
2005,Remarriages,Groom Older By 6 Years,284
2005,Remarriages,Groom Older By 7 Years,277
2005,Remarriages,Groom Older By 8 Years,267
2005,Remarriages,Groom Older By 9 Years,223
2005,Remarriages,Groom Older By 10 Years,196
2005,Remarriages,Groom Older By 11 Years,199
2005,Remarriages,Groom Older By 12 Years,158
2005,Remarriages,Groom Older By 13 Years,148
2005,Remarriages,Groom Older By 14 Years,136
2005,Remarriages,Groom Older By 15-19 Years,500
2005,Remarriages,Groom Older By 20-24 Years,293
2005,Remarriages,Groom Older By 25 Years & Over,184
2005,Remarriages,Groom Younger By 1 Year,208
2005,Remarriages,Groom Younger By 2 Years,151
2005,Remarriages,Groom Younger By 3 Years,144
2005,Remarriages,Groom Younger By 4 Years,104
2005,Remarriages,Groom Younger By 5-9 Years,265
2005,Remarriages,Groom Younger By 10 Years & Over,118
2006,Total,Same Age,2599
2006,Total,Groom Older By 1 Year,2651
2006,Total,Groom Older By 2 Years,2623
2006,Total,Groom Older By 3 Years,2101
2006,Total,Groom Older By 4 Years,1763
2006,Total,Groom Older By 5 Years,1401
2006,Total,Groom Older By 6 Years,1071
2006,Total,Groom Older By 7 Years,920
2006,Total,Groom Older By 8 Years,747
2006,Total,Groom Older By 9 Years,605
2006,Total,Groom Older By 10 Years,496
2006,Total,Groom Older By 11 Years,424
2006,Total,Groom Older By 12 Years,395
2006,Total,Groom Older By 13 Years,332
2006,Total,Groom Older By 14 Years,273
2006,Total,Groom Older By 15-19 Years,877
2006,Total,Groom Older By 20-24 Years,386
2006,Total,Groom Older By 25 Years & Over,267
2006,Total,Groom Younger By 1 Year,1437
2006,Total,Groom Younger By 2 Years,758
2006,Total,Groom Younger By 3 Years,481
2006,Total,Groom Younger By 4 Years,326
2006,Total,Groom Younger By 5-9 Years,588
2006,Total,Groom Younger By 10 Years & Over,185
2006,First Marriages,Same Age,2282
2006,First Marriages,Groom Older By 1 Year,2328
2006,First Marriages,Groom Older By 2 Years,2287
2006,First Marriages,Groom Older By 3 Years,1771
2006,First Marriages,Groom Older By 4 Years,1470
2006,First Marriages,Groom Older By 5 Years,1095
2006,First Marriages,Groom Older By 6 Years,785
2006,First Marriages,Groom Older By 7 Years,632
2006,First Marriages,Groom Older By 8 Years,515
2006,First Marriages,Groom Older By 9 Years,372
2006,First Marriages,Groom Older By 10 Years,274
2006,First Marriages,Groom Older By 11 Years,221
2006,First Marriages,Groom Older By 12 Years,212
2006,First Marriages,Groom Older By 13 Years,152
2006,First Marriages,Groom Older By 14 Years,134
2006,First Marriages,Groom Older By 15-19 Years,410
2006,First Marriages,Groom Older By 20-24 Years,159
2006,First Marriages,Groom Older By 25 Years & Over,92
2006,First Marriages,Groom Younger By 1 Year,1184
2006,First Marriages,Groom Younger By 2 Years,566
2006,First Marriages,Groom Younger By 3 Years,337
2006,First Marriages,Groom Younger By 4 Years,214
2006,First Marriages,Groom Younger By 5-9 Years,296
2006,First Marriages,Groom Younger By 10 Years & Over,64
2006,Remarriages,Same Age,317
2006,Remarriages,Groom Older By 1 Year,323
2006,Remarriages,Groom Older By 2 Years,336
2006,Remarriages,Groom Older By 3 Years,330
2006,Remarriages,Groom Older By 4 Years,293
2006,Remarriages,Groom Older By 5 Years,306
2006,Remarriages,Groom Older By 6 Years,286
2006,Remarriages,Groom Older By 7 Years,288
2006,Remarriages,Groom Older By 8 Years,232
2006,Remarriages,Groom Older By 9 Years,233
2006,Remarriages,Groom Older By 10 Years,222
2006,Remarriages,Groom Older By 11 Years,203
2006,Remarriages,Groom Older By 12 Years,183
2006,Remarriages,Groom Older By 13 Years,180
2006,Remarriages,Groom Older By 14 Years,139
2006,Remarriages,Groom Older By 15-19 Years,467
2006,Remarriages,Groom Older By 20-24 Years,227
2006,Remarriages,Groom Older By 25 Years & Over,175
2006,Remarriages,Groom Younger By 1 Year,253
2006,Remarriages,Groom Younger By 2 Years,192
2006,Remarriages,Groom Younger By 3 Years,144
2006,Remarriages,Groom Younger By 4 Years,112
2006,Remarriages,Groom Younger By 5-9 Years,292
2006,Remarriages,Groom Younger By 10 Years & Over,121
2007,Total,Same Age,2728
2007,Total,Groom Older By 1 Year,2694
2007,Total,Groom Older By 2 Years,2547
2007,Total,Groom Older By 3 Years,2112
2007,Total,Groom Older By 4 Years,1713
2007,Total,Groom Older By 5 Years,1432
2007,Total,Groom Older By 6 Years,1097
2007,Total,Groom Older By 7 Years,922
2007,Total,Groom Older By 8 Years,724
2007,Total,Groom Older By 9 Years,616
2007,Total,Groom Older By 10 Years,486
2007,Total,Groom Older By 11 Years,405
2007,Total,Groom Older By 12 Years,379
2007,Total,Groom Older By 13 Years,319
2007,Total,Groom Older By 14 Years,277
2007,Total,Groom Older By 15-19 Years,883
2007,Total,Groom Older By 20-24 Years,441
2007,Total,Groom Older By 25 Years & Over,277
2007,Total,Groom Younger By 1 Year,1498
2007,Total,Groom Younger By 2 Years,790
2007,Total,Groom Younger By 3 Years,514
2007,Total,Groom Younger By 4 Years,322
2007,Total,Groom Younger By 5-9 Years,630
2007,Total,Groom Younger By 10 Years & Over,160
2007,First Marriages,Same Age,2414
2007,First Marriages,Groom Older By 1 Year,2311
2007,First Marriages,Groom Older By 2 Years,2222
2007,First Marriages,Groom Older By 3 Years,1763
2007,First Marriages,Groom Older By 4 Years,1355
2007,First Marriages,Groom Older By 5 Years,1106
2007,First Marriages,Groom Older By 6 Years,823
2007,First Marriages,Groom Older By 7 Years,620
2007,First Marriages,Groom Older By 8 Years,473
2007,First Marriages,Groom Older By 9 Years,382
2007,First Marriages,Groom Older By 10 Years,292
2007,First Marriages,Groom Older By 11 Years,221
2007,First Marriages,Groom Older By 12 Years,199
2007,First Marriages,Groom Older By 13 Years,159
2007,First Marriages,Groom Older By 14 Years,111
2007,First Marriages,Groom Older By 15-19 Years,367
2007,First Marriages,Groom Older By 20-24 Years,182
2007,First Marriages,Groom Older By 25 Years & Over,100
2007,First Marriages,Groom Younger By 1 Year,1247
2007,First Marriages,Groom Younger By 2 Years,599
2007,First Marriages,Groom Younger By 3 Years,366
2007,First Marriages,Groom Younger By 4 Years,193
2007,First Marriages,Groom Younger By 5-9 Years,321
2007,First Marriages,Groom Younger By 10 Years & Over,48
2007,Remarriages,Same Age,314
2007,Remarriages,Groom Older By 1 Year,383
2007,Remarriages,Groom Older By 2 Years,325
2007,Remarriages,Groom Older By 3 Years,349
2007,Remarriages,Groom Older By 4 Years,358
2007,Remarriages,Groom Older By 5 Years,326
2007,Remarriages,Groom Older By 6 Years,274
2007,Remarriages,Groom Older By 7 Years,302
2007,Remarriages,Groom Older By 8 Years,251
2007,Remarriages,Groom Older By 9 Years,234
2007,Remarriages,Groom Older By 10 Years,194
2007,Remarriages,Groom Older By 11 Years,184
2007,Remarriages,Groom Older By 12 Years,180
2007,Remarriages,Groom Older By 13 Years,160
2007,Remarriages,Groom Older By 14 Years,166
2007,Remarriages,Groom Older By 15-19 Years,516
2007,Remarriages,Groom Older By 20-24 Years,259
2007,Remarriages,Groom Older By 25 Years & Over,177
2007,Remarriages,Groom Younger By 1 Year,251
2007,Remarriages,Groom Younger By 2 Years,191
2007,Remarriages,Groom Younger By 3 Years,148
2007,Remarriages,Groom Younger By 4 Years,129
2007,Remarriages,Groom Younger By 5-9 Years,309
2007,Remarriages,Groom Younger By 10 Years & Over,112
2008,Total,Same Age,2934
2008,Total,Groom Older By 1 Year,2830
2008,Total,Groom Older By 2 Years,2599
2008,Total,Groom Older By 3 Years,2183
2008,Total,Groom Older By 4 Years,1790
2008,Total,Groom Older By 5 Years,1373
2008,Total,Groom Older By 6 Years,1086
2008,Total,Groom Older By 7 Years,928
2008,Total,Groom Older By 8 Years,745
2008,Total,Groom Older By 9 Years,591
2008,Total,Groom Older By 10 Years,535
2008,Total,Groom Older By 11 Years,446
2008,Total,Groom Older By 12 Years,381
2008,Total,Groom Older By 13 Years,300
2008,Total,Groom Older By 14 Years,273
2008,Total,Groom Older By 15-19 Years,870
2008,Total,Groom Older By 20-24 Years,427
2008,Total,Groom Older By 25 Years & Over,264
2008,Total,Groom Younger By 1 Year,1572
2008,Total,Groom Younger By 2 Years,854
2008,Total,Groom Younger By 3 Years,507
2008,Total,Groom Younger By 4 Years,340
2008,Total,Groom Younger By 5-9 Years,624
2008,Total,Groom Younger By 10 Years & Over,144
2008,First Marriages,Same Age,2637
2008,First Marriages,Groom Older By 1 Year,2465
2008,First Marriages,Groom Older By 2 Years,2232
2008,First Marriages,Groom Older By 3 Years,1803
2008,First Marriages,Groom Older By 4 Years,1450
2008,First Marriages,Groom Older By 5 Years,1062
2008,First Marriages,Groom Older By 6 Years,798
2008,First Marriages,Groom Older By 7 Years,641
2008,First Marriages,Groom Older By 8 Years,472
2008,First Marriages,Groom Older By 9 Years,356
2008,First Marriages,Groom Older By 10 Years,301
2008,First Marriages,Groom Older By 11 Years,232
2008,First Marriages,Groom Older By 12 Years,185
2008,First Marriages,Groom Older By 13 Years,133
2008,First Marriages,Groom Older By 14 Years,140
2008,First Marriages,Groom Older By 15-19 Years,370
2008,First Marriages,Groom Older By 20-24 Years,165
2008,First Marriages,Groom Older By 25 Years & Over,72
2008,First Marriages,Groom Younger By 1 Year,1323
2008,First Marriages,Groom Younger By 2 Years,647
2008,First Marriages,Groom Younger By 3 Years,345
2008,First Marriages,Groom Younger By 4 Years,223
2008,First Marriages,Groom Younger By 5-9 Years,323
2008,First Marriages,Groom Younger By 10 Years & Over,48
2008,Remarriages,Same Age,297
2008,Remarriages,Groom Older By 1 Year,365
2008,Remarriages,Groom Older By 2 Years,367
2008,Remarriages,Groom Older By 3 Years,380
2008,Remarriages,Groom Older By 4 Years,340
2008,Remarriages,Groom Older By 5 Years,311
2008,Remarriages,Groom Older By 6 Years,288
2008,Remarriages,Groom Older By 7 Years,287
2008,Remarriages,Groom Older By 8 Years,273
2008,Remarriages,Groom Older By 9 Years,235
2008,Remarriages,Groom Older By 10 Years,234
2008,Remarriages,Groom Older By 11 Years,214
2008,Remarriages,Groom Older By 12 Years,196
2008,Remarriages,Groom Older By 13 Years,167
2008,Remarriages,Groom Older By 14 Years,133
2008,Remarriages,Groom Older By 15-19 Years,499
2008,Remarriages,Groom Older By 20-24 Years,262
2008,Remarriages,Groom Older By 25 Years & Over,192
2008,Remarriages,Groom Younger By 1 Year,249
2008,Remarriages,Groom Younger By 2 Years,207
2008,Remarriages,Groom Younger By 3 Years,162
2008,Remarriages,Groom Younger By 4 Years,117
2008,Remarriages,Groom Younger By 5-9 Years,301
2008,Remarriages,Groom Younger By 10 Years & Over,96
2009,Total,Same Age,3228
2009,Total,Groom Older By 1 Year,2981
2009,Total,Groom Older By 2 Years,2706
2009,Total,Groom Older By 3 Years,2323
2009,Total,Groom Older By 4 Years,1840
2009,Total,Groom Older By 5 Years,1463
2009,Total,Groom Older By 6 Years,1092
2009,Total,Groom Older By 7 Years,988
2009,Total,Groom Older By 8 Years,791
2009,Total,Groom Older By 9 Years,621
2009,Total,Groom Older By 10 Years,483
2009,Total,Groom Older By 11 Years,457
2009,Total,Groom Older By 12 Years,416
2009,Total,Groom Older By 13 Years,371
2009,Total,Groom Older By 14 Years,327
2009,Total,Groom Older By 15-19 Years,936
2009,Total,Groom Older By 20-24 Years,464
2009,Total,Groom Older By 25 Years & Over,311
2009,Total,Groom Younger By 1 Year,1654
2009,Total,Groom Younger By 2 Years,871
2009,Total,Groom Younger By 3 Years,514
2009,Total,Groom Younger By 4 Years,384
2009,Total,Groom Younger By 5-9 Years,664
2009,Total,Groom Younger By 10 Years & Over,196
2009,First Marriages,Same Age,2846
2009,First Marriages,Groom Older By 1 Year,2623
2009,First Marriages,Groom Older By 2 Years,2329
2009,First Marriages,Groom Older By 3 Years,1927
2009,First Marriages,Groom Older By 4 Years,1513
2009,First Marriages,Groom Older By 5 Years,1157
2009,First Marriages,Groom Older By 6 Years,784
2009,First Marriages,Groom Older By 7 Years,646
2009,First Marriages,Groom Older By 8 Years,502
2009,First Marriages,Groom Older By 9 Years,371
2009,First Marriages,Groom Older By 10 Years,252
2009,First Marriages,Groom Older By 11 Years,231
2009,First Marriages,Groom Older By 12 Years,208
2009,First Marriages,Groom Older By 13 Years,154
2009,First Marriages,Groom Older By 14 Years,145
2009,First Marriages,Groom Older By 15-19 Years,379
2009,First Marriages,Groom Older By 20-24 Years,161
2009,First Marriages,Groom Older By 25 Years & Over,85
2009,First Marriages,Groom Younger By 1 Year,1375
2009,First Marriages,Groom Younger By 2 Years,678
2009,First Marriages,Groom Younger By 3 Years,363
2009,First Marriages,Groom Younger By 4 Years,262
2009,First Marriages,Groom Younger By 5-9 Years,354
2009,First Marriages,Groom Younger By 10 Years & Over,68
2009,Remarriages,Same Age,382
2009,Remarriages,Groom Older By 1 Year,358
