year,level_1,level_2,value
2006,Indians,Single Man & Widowed Woman,1
2006,Indians,Divorced Man & Single Woman,7
2006,Indians,Divorced Man & Divorced Woman,2
2006,Indians,Divorced Man & Widowed Woman,0
2006,Indians,Widowed Man & Single Woman,0
2006,Indians,Widowed Man & Divorced Woman,0
2006,Indians,Widowed Man & Widowed Woman,0
2006,Others,Single Man & Single Woman,25
2006,Others,Single Man & Divorced Woman,2
2006,Others,Single Man & Widowed Woman,0
2006,Others,Divorced Man & Single Woman,2
2006,Others,Divorced Man & Divorced Woman,2
2006,Others,Divorced Man & Widowed Woman,0
2006,Others,Widowed Man & Single Woman,0
2006,Others,Widowed Man & Divorced Woman,0
2006,Others,Widowed Man & Widowed Woman,0
2006,Inter-ethnic,Single Man & Single Woman,317
2006,Inter-ethnic,Single Man & Divorced Woman,10
2006,Inter-ethnic,Single Man & Widowed Woman,0
2006,Inter-ethnic,Divorced Man & Single Woman,24
2006,Inter-ethnic,Divorced Man & Divorced Woman,4
2006,Inter-ethnic,Divorced Man & Widowed Woman,0
2006,Inter-ethnic,Widowed Man & Single Woman,0
2006,Inter-ethnic,Widowed Man & Divorced Woman,1
2006,Inter-ethnic,Widowed Man & Widowed Woman,1
2007,Total,Single Man & Single Woman,4588
2007,Total,Single Man & Divorced Woman,101
2007,Total,Single Man & Widowed Woman,6
2007,Total,Divorced Man & Single Woman,127
2007,Total,Divorced Man & Divorced Woman,50
2007,Total,Divorced Man & Widowed Woman,3
2007,Total,Widowed Man & Single Woman,5
2007,Total,Widowed Man & Divorced Woman,4
2007,Total,Widowed Man & Widowed Woman,1
2007,Chinese,Single Man & Single Woman,3869
2007,Chinese,Single Man & Divorced Woman,82
2007,Chinese,Single Man & Widowed Woman,3
2007,Chinese,Divorced Man & Single Woman,89
2007,Chinese,Divorced Man & Divorced Woman,38
2007,Chinese,Divorced Man & Widowed Woman,2
2007,Chinese,Widowed Man & Single Woman,4
2007,Chinese,Widowed Man & Divorced Woman,3
2007,Chinese,Widowed Man & Widowed Woman,1
2007,Indians,Single Man & Single Woman,307
2007,Indians,Single Man & Divorced Woman,6
2007,Indians,Single Man & Widowed Woman,2
2007,Indians,Divorced Man & Single Woman,7
2007,Indians,Divorced Man & Divorced Woman,4
2007,Indians,Divorced Man & Widowed Woman,0
2007,Indians,Widowed Man & Single Woman,0
2007,Indians,Widowed Man & Divorced Woman,1
2007,Indians,Widowed Man & Widowed Woman,0
2007,Others,Single Man & Single Woman,35
2007,Others,Single Man & Divorced Woman,1
2007,Others,Single Man & Widowed Woman,0
2007,Others,Divorced Man & Single Woman,1
2007,Others,Divorced Man & Divorced Woman,4
2007,Others,Divorced Man & Widowed Woman,0
2007,Others,Widowed Man & Single Woman,0
2007,Others,Widowed Man & Divorced Woman,0
2007,Others,Widowed Man & Widowed Woman,0
2007,Inter-ethnic,Single Man & Single Woman,371
2007,Inter-ethnic,Single Man & Divorced Woman,12
2007,Inter-ethnic,Single Man & Widowed Woman,1
2007,Inter-ethnic,Divorced Man & Single Woman,30
2007,Inter-ethnic,Divorced Man & Divorced Woman,4
2007,Inter-ethnic,Divorced Man & Widowed Woman,1
2007,Inter-ethnic,Widowed Man & Single Woman,1
2007,Inter-ethnic,Widowed Man & Divorced Woman,0
2007,Inter-ethnic,Widowed Man & Widowed Woman,0
2008,Total,Single Man & Single Woman,4677
2008,Total,Single Man & Divorced Woman,119
2008,Total,Single Man & Widowed Woman,4
2008,Total,Divorced Man & Single Woman,103
2008,Total,Divorced Man & Divorced Woman,82
2008,Total,Divorced Man & Widowed Woman,0
2008,Total,Widowed Man & Single Woman,12
2008,Total,Widowed Man & Divorced Woman,3
2008,Total,Widowed Man & Widowed Woman,0
2008,Chinese,Single Man & Single Woman,3937
2008,Chinese,Single Man & Divorced Woman,97
2008,Chinese,Single Man & Widowed Woman,3
2008,Chinese,Divorced Man & Single Woman,82
2008,Chinese,Divorced Man & Divorced Woman,69
2008,Chinese,Divorced Man & Widowed Woman,0
2008,Chinese,Widowed Man & Single Woman,9
2008,Chinese,Widowed Man & Divorced Woman,2
2008,Chinese,Widowed Man & Widowed Woman,0
2008,Indians,Single Man & Single Woman,322
2008,Indians,Single Man & Divorced Woman,7
2008,Indians,Single Man & Widowed Woman,0
2008,Indians,Divorced Man & Single Woman,2
2008,Indians,Divorced Man & Divorced Woman,3
2008,Indians,Divorced Man & Widowed Woman,0
2008,Indians,Widowed Man & Single Woman,0
2008,Indians,Widowed Man & Divorced Woman,0
2008,Indians,Widowed Man & Widowed Woman,0
2008,Others,Single Man & Single Woman,45
2008,Others,Single Man & Divorced Woman,2
2008,Others,Single Man & Widowed Woman,0
2008,Others,Divorced Man & Single Woman,1
2008,Others,Divorced Man & Divorced Woman,0
2008,Others,Divorced Man & Widowed Woman,0
2008,Others,Widowed Man & Single Woman,0
2008,Others,Widowed Man & Divorced Woman,0
2008,Others,Widowed Man & Widowed Woman,0
2008,Inter-ethnic,Single Man & Single Woman,366
2008,Inter-ethnic,Single Man & Divorced Woman,13
2008,Inter-ethnic,Single Man & Widowed Woman,1
2008,Inter-ethnic,Divorced Man & Single Woman,18
2008,Inter-ethnic,Divorced Man & Divorced Woman,10
2008,Inter-ethnic,Divorced Man & Widowed Woman,0
2008,Inter-ethnic,Widowed Man & Single Woman,3
2008,Inter-ethnic,Widowed Man & Divorced Woman,1
2008,Inter-ethnic,Widowed Man & Widowed Woman,0
2009,Total,Single Man & Single Woman,4889
2009,Total,Single Man & Divorced Woman,122
2009,Total,Single Man & Widowed Woman,5
2009,Total,Divorced Man & Single Woman,123
2009,Total,Divorced Man & Divorced Woman,78
2009,Total,Divorced Man & Widowed Woman,2
2009,Total,Widowed Man & Single Woman,8
2009,Total,Widowed Man & Divorced Woman,2
2009,Total,Widowed Man & Widowed Woman,1
2009,Chinese,Single Man & Single Woman,4088
2009,Chinese,Single Man & Divorced Woman,94
2009,Chinese,Single Man & Widowed Woman,4
2009,Chinese,Divorced Man & Single Woman,93
2009,Chinese,Divorced Man & Divorced Woman,63
2009,Chinese,Divorced Man & Widowed Woman,2
2009,Chinese,Widowed Man & Single Woman,5
2009,Chinese,Widowed Man & Divorced Woman,1
2009,Chinese,Widowed Man & Widowed Woman,1
2009,Indians,Single Man & Single Woman,330
2009,Indians,Single Man & Divorced Woman,11
2009,Indians,Single Man & Widowed Woman,0
2009,Indians,Divorced Man & Single Woman,3
2009,Indians,Divorced Man & Divorced Woman,4
2009,Indians,Divorced Man & Widowed Woman,0
2009,Indians,Widowed Man & Single Woman,0
2009,Indians,Widowed Man & Divorced Woman,0
2009,Indians,Widowed Man & Widowed Woman,0
2009,Others,Single Man & Single Woman,50
2009,Others,Single Man & Divorced Woman,1
2009,Others,Single Man & Widowed Woman,0
2009,Others,Divorced Man & Single Woman,1
2009,Others,Divorced Man & Divorced Woman,1
2009,Others,Divorced Man & Widowed Woman,0
2009,Others,Widowed Man & Single Woman,0
2009,Others,Widowed Man & Divorced Woman,0
2009,Others,Widowed Man & Widowed Woman,0
2009,Inter-ethnic,Single Man & Single Woman,414
2009,Inter-ethnic,Single Man & Divorced Woman,14
2009,Inter-ethnic,Single Man & Widowed Woman,1
2009,Inter-ethnic,Divorced Man & Single Woman,25
2009,Inter-ethnic,Divorced Man & Divorced Woman,10
2009,Inter-ethnic,Divorced Man & Widowed Woman,0
2009,Inter-ethnic,Widowed Man & Single Woman,3
2009,Inter-ethnic,Widowed Man & Divorced Woman,1
2009,Inter-ethnic,Widowed Man & Widowed Woman,0
2010,Total,Single Man & Single Woman,4921
2010,Total,Single Man & Divorced Woman,136
2010,Total,Single Man & Widowed Woman,4
2010,Total,Divorced Man & Single Woman,146
2010,Total,Divorced Man & Divorced Woman,59
2010,Total,Divorced Man & Widowed Woman,4
2010,Total,Widowed Man & Single Woman,3
2010,Total,Widowed Man & Divorced Woman,5
2010,Total,Widowed Man & Widowed Woman,1
2010,Chinese,Single Man & Single Woman,4064
2010,Chinese,Single Man & Divorced Woman,103
2010,Chinese,Single Man & Widowed Woman,2
2010,Chinese,Divorced Man & Single Woman,110
2010,Chinese,Divorced Man & Divorced Woman,46
2010,Chinese,Divorced Man & Widowed Woman,2
2010,Chinese,Widowed Man & Single Woman,3
2010,Chinese,Widowed Man & Divorced Woman,5
2010,Chinese,Widowed Man & Widowed Woman,1
2010,Indians,Single Man & Single Woman,326
2010,Indians,Single Man & Divorced Woman,8
2010,Indians,Single Man & Widowed Woman,1
2010,Indians,Divorced Man & Single Woman,7
2010,Indians,Divorced Man & Divorced Woman,8
2010,Indians,Divorced Man & Widowed Woman,0
2010,Indians,Widowed Man & Single Woman,0
2010,Indians,Widowed Man & Divorced Woman,0
2010,Indians,Widowed Man & Widowed Woman,0
2010,Others,Single Man & Single Woman,54
2010,Others,Single Man & Divorced Woman,2
2010,Others,Single Man & Widowed Woman,0
2010,Others,Divorced Man & Single Woman,3
2010,Others,Divorced Man & Divorced Woman,1
2010,Others,Divorced Man & Widowed Woman,0
2010,Others,Widowed Man & Single Woman,0
2010,Others,Widowed Man & Divorced Woman,0
2010,Others,Widowed Man & Widowed Woman,0
2010,Inter-ethnic,Single Man & Single Woman,469
2010,Inter-ethnic,Single Man & Divorced Woman,23
2010,Inter-ethnic,Single Man & Widowed Woman,1
2010,Inter-ethnic,Divorced Man & Single Woman,26
2010,Inter-ethnic,Divorced Man & Divorced Woman,4
2010,Inter-ethnic,Divorced Man & Widowed Woman,2
2010,Inter-ethnic,Widowed Man & Single Woman,0
2010,Inter-ethnic,Widowed Man & Divorced Woman,0
2010,Inter-ethnic,Widowed Man & Widowed Woman,0
2011,Total,Single Man & Single Woman,5111
2011,Total,Single Man & Divorced Woman,169
2011,Total,Single Man & Widowed Woman,5
2011,Total,Divorced Man & Single Woman,144
2011,Total,Divorced Man & Divorced Woman,65
2011,Total,Divorced Man & Widowed Woman,4
2011,Total,Widowed Man & Single Woman,14
2011,Total,Widowed Man & Divorced Woman,4
2011,Total,Widowed Man & Widowed Woman,1
2011,Chinese,Single Man & Single Woman,4143
2011,Chinese,Single Man & Divorced Woman,131
2011,Chinese,Single Man & Widowed Woman,4
2011,Chinese,Divorced Man & Single Woman,118
2011,Chinese,Divorced Man & Divorced Woman,51
2011,Chinese,Divorced Man & Widowed Woman,3
2011,Chinese,Widowed Man & Single Woman,11
2011,Chinese,Widowed Man & Divorced Woman,4
2011,Chinese,Widowed Man & Widowed Woman,1
2011,Indians,Single Man & Single Woman,375
2011,Indians,Single Man & Divorced Woman,7
2011,Indians,Single Man & Widowed Woman,1
2011,Indians,Divorced Man & Single Woman,2
2011,Indians,Divorced Man & Divorced Woman,5
2011,Indians,Divorced Man & Widowed Woman,1
2011,Indians,Widowed Man & Single Woman,2
2011,Indians,Widowed Man & Divorced Woman,0
2011,Indians,Widowed Man & Widowed Woman,0
2011,Others,Single Man & Single Woman,74
2011,Others,Single Man & Divorced Woman,2
2011,Others,Single Man & Widowed Woman,0
2011,Others,Divorced Man & Single Woman,0
2011,Others,Divorced Man & Divorced Woman,1
2011,Others,Divorced Man & Widowed Woman,0
2011,Others,Widowed Man & Single Woman,0
2011,Others,Widowed Man & Divorced Woman,0
2011,Others,Widowed Man & Widowed Woman,0
2011,Inter-ethnic,Single Man & Single Woman,511
2011,Inter-ethnic,Single Man & Divorced Woman,29
2011,Inter-ethnic,Single Man & Widowed Woman,0
2011,Inter-ethnic,Divorced Man & Single Woman,23
2011,Inter-ethnic,Divorced Man & Divorced Woman,8
2011,Inter-ethnic,Divorced Man & Widowed Woman,0
2011,Inter-ethnic,Widowed Man & Single Woman,1
2011,Inter-ethnic,Widowed Man & Divorced Woman,0
2011,Inter-ethnic,Widowed Man & Widowed Woman,0
2012,Total,Single Man & Single Woman,4665
2012,Total,Single Man & Divorced Woman,135
2012,Total,Single Man & Widowed Woman,6
2012,Total,Divorced Man & Single Woman,165
2012,Total,Divorced Man & Divorced Woman,83
2012,Total,Divorced Man & Widowed Woman,5
2012,Total,Widowed Man & Single Woman,7
2012,Total,Widowed Man & Divorced Woman,7
2012,Total,Widowed Man & Widowed Woman,3
2012,Chinese,Single Man & Single Woman,3783
2012,Chinese,Single Man & Divorced Woman,102
2012,Chinese,Single Man & Widowed Woman,5
2012,Chinese,Divorced Man & Single Woman,124
2012,Chinese,Divorced Man & Divorced Woman,65
2012,Chinese,Divorced Man & Widowed Woman,1
2012,Chinese,Widowed Man & Single Woman,6
2012,Chinese,Widowed Man & Divorced Woman,6
2012,Chinese,Widowed Man & Widowed Woman,2
2012,Indians,Single Man & Single Woman,275
2012,Indians,Single Man & Divorced Woman,11
2012,Indians,Single Man & Widowed Woman,0
2012,Indians,Divorced Man & Single Woman,4
2012,Indians,Divorced Man & Divorced Woman,5
2012,Indians,Divorced Man & Widowed Woman,2
2012,Indians,Widowed Man & Single Woman,0
2012,Indians,Widowed Man & Divorced Woman,0
2012,Indians,Widowed Man & Widowed Woman,0
2012,Others,Single Man & Single Woman,76
2012,Others,Single Man & Divorced Woman,3
2012,Others,Single Man & Widowed Woman,0
2012,Others,Divorced Man & Single Woman,3
2012,Others,Divorced Man & Divorced Woman,2
2012,Others,Divorced Man & Widowed Woman,0
2012,Others,Widowed Man & Single Woman,0
2012,Others,Widowed Man & Divorced Woman,0
2012,Others,Widowed Man & Widowed Woman,0
2012,Inter-ethnic,Single Man & Single Woman,523
2012,Inter-ethnic,Single Man & Divorced Woman,19
2012,Inter-ethnic,Single Man & Widowed Woman,1
2012,Inter-ethnic,Divorced Man & Single Woman,34
2012,Inter-ethnic,Divorced Man & Divorced Woman,11
2012,Inter-ethnic,Divorced Man & Widowed Woman,2
2012,Inter-ethnic,Widowed Man & Single Woman,1
2012,Inter-ethnic,Widowed Man & Divorced Woman,1
2012,Inter-ethnic,Widowed Man & Widowed Woman,1
2013,Total,Single Man & Single Woman,4824
2013,Total,Single Man & Divorced Woman,155
2013,Total,Single Man & Widowed Woman,5
2013,Total,Divorced Man & Single Woman,176
2013,Total,Divorced Man & Divorced Woman,107
2013,Total,Divorced Man & Widowed Woman,2
2013,Total,Widowed Man & Single Woman,10
2013,Total,Widowed Man & Divorced Woman,6
2013,Total,Widowed Man & Widowed Woman,1
2013,Chinese,Single Man & Single Woman,3869
2013,Chinese,Single Man & Divorced Woman,118
2013,Chinese,Single Man & Widowed Woman,5
2013,Chinese,Divorced Man & Single Woman,119
2013,Chinese,Divorced Man & Divorced Woman,81
2013,Chinese,Divorced Man & Widowed Woman,2
2013,Chinese,Widowed Man & Single Woman,9
2013,Chinese,Widowed Man & Divorced Woman,6
2013,Chinese,Widowed Man & Widowed Woman,1
2013,Indians,Single Man & Single Woman,316
2013,Indians,Single Man & Divorced Woman,12
2013,Indians,Single Man & Widowed Woman,0
2013,Indians,Divorced Man & Single Woman,6
2013,Indians,Divorced Man & Divorced Woman,9
2013,Indians,Divorced Man & Widowed Woman,0
2013,Indians,Widowed Man & Single Woman,1
2013,Indians,Widowed Man & Divorced Woman,0
2013,Indians,Widowed Man & Widowed Woman,0
2013,Others,Single Man & Single Woman,78
2013,Others,Single Man & Divorced Woman,1
2013,Others,Single Man & Widowed Woman,0
2013,Others,Divorced Man & Single Woman,4
2013,Others,Divorced Man & Divorced Woman,1
2013,Others,Divorced Man & Widowed Woman,0
2013,Others,Widowed Man & Single Woman,0
2013,Others,Widowed Man & Divorced Woman,0
2013,Others,Widowed Man & Widowed Woman,0
2013,Inter-ethnic,Single Man & Single Woman,541
2013,Inter-ethnic,Single Man & Divorced Woman,24
2013,Inter-ethnic,Single Man & Widowed Woman,0
2013,Inter-ethnic,Divorced Man & Single Woman,47
2013,Inter-ethnic,Divorced Man & Divorced Woman,15
2013,Inter-ethnic,Divorced Man & Widowed Woman,0
2013,Inter-ethnic,Widowed Man & Single Woman,0
2013,Inter-ethnic,Widowed Man & Divorced Woman,0
2013,Inter-ethnic,Widowed Man & Widowed Woman,0
2014,Total,Single Man & Single Woman,4513
2014,Total,Single Man & Divorced Woman,204
2014,Total,Single Man & Widowed Woman,12
2014,Total,Divorced Man & Single Woman,255
2014,Total,Divorced Man & Divorced Woman,115
2014,Total,Divorced Man & Widowed Woman,8
2014,Total,Widowed Man & Single Woman,11
2014,Total,Widowed Man & Divorced Woman,5
2014,Total,Widowed Man & Widowed Woman,0
2014,Chinese,Single Man & Single Woman,3551
2014,Chinese,Single Man & Divorced Woman,157
2014,Chinese,Single Man & Widowed Woman,8
2014,Chinese,Divorced Man & Single Woman,173
2014,Chinese,Divorced Man & Divorced Woman,82
2014,Chinese,Divorced Man & Widowed Woman,3
2014,Chinese,Widowed Man & Single Woman,8
2014,Chinese,Widowed Man & Divorced Woman,4
2014,Chinese,Widowed Man & Widowed Woman,0
2014,Indians,Single Man & Single Woman,306
2014,Indians,Single Man & Divorced Woman,17
2014,Indians,Single Man & Widowed Woman,3
2014,Indians,Divorced Man & Single Woman,15
2014,Indians,Divorced Man & Divorced Woman,6
2014,Indians,Divorced Man & Widowed Woman,2
2014,Indians,Widowed Man & Single Woman,0
2014,Indians,Widowed Man & Divorced Woman,0
2014,Indians,Widowed Man & Widowed Woman,0
2014,Others,Single Man & Single Woman,81
2014,Others,Single Man & Divorced Woman,1
2014,Others,Single Man & Widowed Woman,0
2014,Others,Divorced Man & Single Woman,5
2014,Others,Divorced Man & Divorced Woman,1
2014,Others,Divorced Man & Widowed Woman,0
2014,Others,Widowed Man & Single Woman,1
2014,Others,Widowed Man & Divorced Woman,0
2014,Others,Widowed Man & Widowed Woman,0
2014,Inter-ethnic,Single Man & Single Woman,567
2014,Inter-ethnic,Single Man & Divorced Woman,29
2014,Inter-ethnic,Single Man & Widowed Woman,1
2014,Inter-ethnic,Divorced Man & Single Woman,60
2014,Inter-ethnic,Divorced Man & Divorced Woman,26
2014,Inter-ethnic,Divorced Man & Widowed Woman,3
2014,Inter-ethnic,Widowed Man & Single Woman,2
2014,Inter-ethnic,Widowed Man & Divorced Woman,1
2014,Inter-ethnic,Widowed Man & Widowed Woman,0
2015,Total,Single Man & Single Woman,4547
2015,Total,Single Man & Divorced Woman,276
2015,Total,Single Man & Widowed Woman,10
2015,Total,Divorced Man & Single Woman,332
2015,Total,Divorced Man & Divorced Woman,175
2015,Total,Divorced Man & Widowed Woman,5
2015,Total,Widowed Man & Single Woman,14
2015,Total,Widowed Man & Divorced Woman,10
2015,Total,Widowed Man & Widowed Woman,2
2015,Chinese,Single Man & Single Woman,3497
2015,Chinese,Single Man & Divorced Woman,192
2015,Chinese,Single Man & Widowed Woman,8
2015,Chinese,Divorced Man & Single Woman,234
2015,Chinese,Divorced Man & Divorced Woman,131
2015,Chinese,Divorced Man & Widowed Woman,4
2015,Chinese,Widowed Man & Single Woman,9
2015,Chinese,Widowed Man & Divorced Woman,8
2015,Chinese,Widowed Man & Widowed Woman,2
2015,Indians,Single Man & Single Woman,312
2015,Indians,Single Man & Divorced Woman,28
2015,Indians,Single Man & Widowed Woman,0
2015,Indians,Divorced Man & Single Woman,16
2015,Indians,Divorced Man & Divorced Woman,16
2015,Indians,Divorced Man & Widowed Woman,1
2015,Indians,Widowed Man & Single Woman,2
2015,Indians,Widowed Man & Divorced Woman,0
2015,Indians,Widowed Man & Widowed Woman,0
2015,Others,Single Man & Single Woman,99
2015,Others,Single Man & Divorced Woman,6
2015,Others,Single Man & Widowed Woman,0
2015,Others,Divorced Man & Single Woman,3
2015,Others,Divorced Man & Divorced Woman,1
2015,Others,Divorced Man & Widowed Woman,0
2015,Others,Widowed Man & Single Woman,0
2015,Others,Widowed Man & Divorced Woman,0
2015,Others,Widowed Man & Widowed Woman,0
2015,Inter-ethnic,Single Man & Single Woman,627
2015,Inter-ethnic,Single Man & Divorced Woman,49
2015,Inter-ethnic,Single Man & Widowed Woman,2
2015,Inter-ethnic,Divorced Man & Single Woman,77
2015,Inter-ethnic,Divorced Man & Divorced Woman,27
2015,Inter-ethnic,Divorced Man & Widowed Woman,0
2015,Inter-ethnic,Widowed Man & Single Woman,3
2015,Inter-ethnic,Widowed Man & Divorced Woman,2
2015,Inter-ethnic,Widowed Man & Widowed Woman,0
2016,Total,Single Man & Single Woman,4578
2016,Total,Single Man & Divorced Woman,302
2016,Total,Single Man & Widowed Woman,16
2016,Total,Divorced Man & Single Woman,352
2016,Total,Divorced Man & Divorced Woman,183
2016,Total,Divorced Man & Widowed Woman,2
2016,Total,Widowed Man & Single Woman,8
2016,Total,Widowed Man & Divorced Woman,12
2016,Total,Widowed Man & Widowed Woman,0
2016,Chinese,Single Man & Single Woman,3483
2016,Chinese,Single Man & Divorced Woman,217
2016,Chinese,Single Man & Widowed Woman,11
2016,Chinese,Divorced Man & Single Woman,230
2016,Chinese,Divorced Man & Divorced Woman,142
2016,Chinese,Divorced Man & Widowed Woman,1
2016,Chinese,Widowed Man & Single Woman,7
2016,Chinese,Widowed Man & Divorced Woman,10
2016,Chinese,Widowed Man & Widowed Woman,0
2016,Indians,Single Man & Single Woman,310
2016,Indians,Single Man & Divorced Woman,25
2016,Indians,Single Man & Widowed Woman,2
2016,Indians,Divorced Man & Single Woman,19
2016,Indians,Divorced Man & Divorced Woman,16
2016,Indians,Divorced Man & Widowed Woman,1
2016,Indians,Widowed Man & Single Woman,0
2016,Indians,Widowed Man & Divorced Woman,1
2016,Indians,Widowed Man & Widowed Woman,0
2016,Others,Single Man & Single Woman,104
2016,Others,Single Man & Divorced Woman,5
2016,Others,Single Man & Widowed Woman,2
2016,Others,Divorced Man & Single Woman,2
2016,Others,Divorced Man & Divorced Woman,1
2016,Others,Divorced Man & Widowed Woman,0
2016,Others,Widowed Man & Single Woman,0
2016,Others,Widowed Man & Divorced Woman,0
2016,Others,Widowed Man & Widowed Woman,0
2016,Inter-ethnic,Single Man & Single Woman,666
2016,Inter-ethnic,Single Man & Divorced Woman,53
2016,Inter-ethnic,Single Man & Widowed Woman,1
2016,Inter-ethnic,Divorced Man & Single Woman,99
2016,Inter-ethnic,Divorced Man & Divorced Woman,24
2016,Inter-ethnic,Divorced Man & Widowed Woman,0
2016,Inter-ethnic,Widowed Man & Single Woman,1
2016,Inter-ethnic,Widowed Man & Divorced Woman,1
2016,Inter-ethnic,Widowed Man & Widowed Woman,0
2017,Total,Single Man & Single Woman,4645
2017,Total,Single Man & Divorced Woman,279
2017,Total,Single Man & Widowed Woman,10
2017,Total,Divorced Man & Single Woman,335
2017,Total,Divorced Man & Divorced Woman,184
2017,Total,Divorced Man & Widowed Woman,13
2017,Total,Widowed Man & Single Woman,24
2017,Total,Widowed Man & Divorced Woman,11
2017,Total,Widowed Man & Widowed Woman,3
2017,Chinese,Single Man & Single Woman,3473
2017,Chinese,Single Man & Divorced Woman,197
2017,Chinese,Single Man & Widowed Woman,6
2017,Chinese,Divorced Man & Single Woman,214
2017,Chinese,Divorced Man & Divorced Woman,134
2017,Chinese,Divorced Man & Widowed Woman,9
2017,Chinese,Widowed Man & Single Woman,18
2017,Chinese,Widowed Man & Divorced Woman,8
2017,Chinese,Widowed Man & Widowed Woman,0
2017,Indians,Single Man & Single Woman,361
2017,Indians,Single Man & Divorced Woman,27
2017,Indians,Single Man & Widowed Woman,4
2017,Indians,Divorced Man & Single Woman,13
2017,Indians,Divorced Man & Divorced Woman,21
2017,Indians,Divorced Man & Widowed Woman,1
2017,Indians,Widowed Man & Single Woman,0
2017,Indians,Widowed Man & Divorced Woman,0
2017,Indians,Widowed Man & Widowed Woman,1
2017,Others,Single Man & Single Woman,108
2017,Others,Single Man & Divorced Woman,4
2017,Others,Single Man & Widowed Woman,0
2017,Others,Divorced Man & Single Woman,6
2017,Others,Divorced Man & Divorced Woman,4
2017,Others,Divorced Man & Widowed Woman,0
2017,Others,Widowed Man & Single Woman,0
2017,Others,Widowed Man & Divorced Woman,0
2017,Others,Widowed Man & Widowed Woman,0
2017,Inter-ethnic,Single Man & Single Woman,679
2017,Inter-ethnic,Single Man & Divorced Woman,51
2017,Inter-ethnic,Single Man & Widowed Woman,0
2017,Inter-ethnic,Divorced Man & Single Woman,101
2017,Inter-ethnic,Divorced Man & Divorced Woman,25
2017,Inter-ethnic,Divorced Man & Widowed Woman,3
2017,Inter-ethnic,Widowed Man & Single Woman,6
2017,Inter-ethnic,Widowed Man & Divorced Woman,3
2017,Inter-ethnic,Widowed Man & Widowed Woman,2
2018,Total,Single Man & Single Woman,4420
2018,Total,Single Man & Divorced Woman,279
2018,Total,Single Man & Widowed Woman,9
2018,Total,Divorced Man & Single Woman,335
2018,Total,Divorced Man & Divorced Woman,159
2018,Total,Divorced Man & Widowed Woman,6
2018,Total,Widowed Man & Single Woman,9
2018,Total,Widowed Man & Divorced Woman,12
2018,Total,Widowed Man & Widowed Woman,2
2018,Chinese,Single Man & Single Woman,3367
2018,Chinese,Single Man & Divorced Woman,202
2018,Chinese,Single Man & Widowed Woman,5
2018,Chinese,Divorced Man & Single Woman,218
2018,Chinese,Divorced Man & Divorced Woman,110
2018,Chinese,Divorced Man & Widowed Woman,6
2018,Chinese,Widowed Man & Single Woman,5
2018,Chinese,Widowed Man & Divorced Woman,9
2018,Chinese,Widowed Man & Widowed Woman,1
2018,Indians,Single Man & Single Woman,318
2018,Indians,Single Man & Divorced Woman,19
2018,Indians,Single Man & Widowed Woman,1
2018,Indians,Divorced Man & Single Woman,20
2018,Indians,Divorced Man & Divorced Woman,17
2018,Indians,Divorced Man & Widowed Woman,0
2018,Indians,Widowed Man & Single Woman,0
2018,Indians,Widowed Man & Divorced Woman,2
2018,Indians,Widowed Man & Widowed Woman,0
2018,Others,Single Man & Single Woman,90
2018,Others,Single Man & Divorced Woman,5
2018,Others,Single Man & Widowed Woman,1
2018,Others,Divorced Man & Single Woman,6
2018,Others,Divorced Man & Divorced Woman,3
2018,Others,Divorced Man & Widowed Woman,0
2018,Others,Widowed Man & Single Woman,0
2018,Others,Widowed Man & Divorced Woman,0
2018,Others,Widowed Man & Widowed Woman,0
2018,Inter-ethnic,Single Man & Single Woman,622
2018,Inter-ethnic,Single Man & Divorced Woman,53
2018,Inter-ethnic,Single Man & Widowed Woman,2
2018,Inter-ethnic,Divorced Man & Single Woman,90
2018,Inter-ethnic,Divorced Man & Divorced Woman,29
2018,Inter-ethnic,Divorced Man & Widowed Woman,0
2018,Inter-ethnic,Widowed Man & Single Woman,4
2018,Inter-ethnic,Widowed Man & Divorced Woman,1
2018,Inter-ethnic,Widowed Man & Widowed Woman,1
